date_key,full_date,day_of_week,day_name,is_weekend,week_of_year,month_number,month_name,quarter,year,fiscal_year,fiscal_quarter,season,is_holiday,holiday_name
20211022,2021-10-22,5,Friday,False,42,10,October,4,2021,2021,FQ3,Autumn,False,
20211023,2021-10-23,6,Saturday,True,42,10,October,4,2021,2021,FQ3,Autumn,False,
20211024,2021-10-24,7,Sunday,True,42,10,October,4,2021,2021,FQ3,Autumn,False,
20211025,2021-10-25,1,Monday,False,43,10,October,4,2021,2021,FQ3,Autumn,False,
20211026,2021-10-26,2,Tuesday,False,43,10,October,4,2021,2021,FQ3,Autumn,False,
20211027,2021-10-27,3,Wednesday,False,43,10,October,4,2021,2021,FQ3,Autumn,False,
20211028,2021-10-28,4,Thursday,False,43,10,October,4,2021,2021,FQ3,Autumn,False,
20211029,2021-10-29,5,Friday,False,43,10,October,4,2021,2021,FQ3,Autumn,False,
20211030,2021-10-30,6,Saturday,True,43,10,October,4,2021,2021,FQ3,Autumn,False,
20211031,2021-10-31,7,Sunday,True,43,10,October,4,2021,2021,FQ3,Autumn,False,
20211101,2021-11-01,1,Monday,False,44,11,November,4,2021,2021,FQ4,Autumn,False,
20211102,2021-11-02,2,Tuesday,False,44,11,November,4,2021,2021,FQ4,Autumn,False,
20211103,2021-11-03,3,Wednesday,False,44,11,November,4,2021,2021,FQ4,Autumn,False,
20211104,2021-11-04,4,Thursday,False,44,11,November,4,2021,2021,FQ4,Autumn,False,
20211105,2021-11-05,5,Friday,False,44,11,November,4,2021,2021,FQ4,Autumn,False,
20211106,2021-11-06,6,Saturday,True,44,11,November,4,2021,2021,FQ4,Autumn,False,
20211107,2021-11-07,7,Sunday,True,44,11,November,4,2021,2021,FQ4,Autumn,False,
20211108,2021-11-08,1,Monday,False,45,11,November,4,2021,2021,FQ4,Autumn,False,
20211109,2021-11-09,2,Tuesday,False,45,11,November,4,2021,2021,FQ4,Autumn,False,
20211110,2021-11-10,3,Wednesday,False,45,11,November,4,2021,2021,FQ4,Autumn,False,
20211111,2021-11-11,4,Thursday,False,45,11,November,4,2021,2021,FQ4,Autumn,False,
20211112,2021-11-12,5,Friday,False,45,11,November,4,2021,2021,FQ4,Autumn,False,
20211113,2021-11-13,6,Saturday,True,45,11,November,4,2021,2021,FQ4,Autumn,False,
20211114,2021-11-14,7,Sunday,True,45,11,November,4,2021,2021,FQ4,Autumn,False,
20211115,2021-11-15,1,Monday,False,46,11,November,4,2021,2021,FQ4,Autumn,False,
20211116,2021-11-16,2,Tuesday,False,46,11,November,4,2021,2021,FQ4,Autumn,False,
20211117,2021-11-17,3,Wednesday,False,46,11,November,4,2021,2021,FQ4,Autumn,False,
20211118,2021-11-18,4,Thursday,False,46,11,November,4,2021,2021,FQ4,Autumn,False,
20211119,2021-11-19,5,Friday,False,46,11,November,4,2021,2021,FQ4,Autumn,False,
20211120,2021-11-20,6,Saturday,True,46,11,November,4,2021,2021,FQ4,Autumn,False,
20211121,2021-11-21,7,Sunday,True,46,11,November,4,2021,2021,FQ4,Autumn,False,
20211122,2021-11-22,1,Monday,False,47,11,November,4,2021,2021,FQ4,Autumn,False,
20211123,2021-11-23,2,Tuesday,False,47,11,November,4,2021,2021,FQ4,Autumn,False,
20211124,2021-11-24,3,Wednesday,False,47,11,November,4,2021,2021,FQ4,Autumn,False,
20211125,2021-11-25,4,Thursday,False,47,11,November,4,2021,2021,FQ4,Autumn,False,
20211126,2021-11-26,5,Friday,False,47,11,November,4,2021,2021,FQ4,Autumn,False,
20211127,2021-11-27,6,Saturday,True,47,11,November,4,2021,2021,FQ4,Autumn,False,
20211128,2021-11-28,7,Sunday,True,47,11,November,4,2021,2021,FQ4,Autumn,True,Black Friday
20211129,2021-11-29,1,Monday,False,48,11,November,4,2021,2021,FQ4,Autumn,False,
20211130,2021-11-30,2,Tuesday,False,48,11,November,4,2021,2021,FQ4,Autumn,False,
20211201,2021-12-01,3,Wednesday,False,48,12,December,4,2021,2021,FQ4,Winter,False,
20211202,2021-12-02,4,Thursday,False,48,12,December,4,2021,2021,FQ4,Winter,False,
20211203,2021-12-03,5,Friday,False,48,12,December,4,2021,2021,FQ4,Winter,False,
20211204,2021-12-04,6,Saturday,True,48,12,December,4,2021,2021,FQ4,Winter,False,
20211205,2021-12-05,7,Sunday,True,48,12,December,4,2021,2021,FQ4,Winter,False,
20211206,2021-12-06,1,Monday,False,49,12,December,4,2021,2021,FQ4,Winter,False,
20211207,2021-12-07,2,Tuesday,False,49,12,December,4,2021,2021,FQ4,Winter,False,
20211208,2021-12-08,3,Wednesday,False,49,12,December,4,2021,2021,FQ4,Winter,False,
20211209,2021-12-09,4,Thursday,False,49,12,December,4,2021,2021,FQ4,Winter,False,
20211210,2021-12-10,5,Friday,False,49,12,December,4,2021,2021,FQ4,Winter,False,
20211211,2021-12-11,6,Saturday,True,49,12,December,4,2021,2021,FQ4,Winter,False,
20211212,2021-12-12,7,Sunday,True,49,12,December,4,2021,2021,FQ4,Winter,False,
20211213,2021-12-13,1,Monday,False,50,12,December,4,2021,2021,FQ4,Winter,False,
20211214,2021-12-14,2,Tuesday,False,50,12,December,4,2021,2021,FQ4,Winter,False,
20211215,2021-12-15,3,Wednesday,False,50,12,December,4,2021,2021,FQ4,Winter,False,
20211216,2021-12-16,4,Thursday,False,50,12,December,4,2021,2021,FQ4,Winter,False,
20211217,2021-12-17,5,Friday,False,50,12,December,4,2021,2021,FQ4,Winter,False,
20211218,2021-12-18,6,Saturday,True,50,12,December,4,2021,2021,FQ4,Winter,False,
20211219,2021-12-19,7,Sunday,True,50,12,December,4,2021,2021,FQ4,Winter,False,
20211220,2021-12-20,1,Monday,False,51,12,December,4,2021,2021,FQ4,Winter,False,
20211221,2021-12-21,2,Tuesday,False,51,12,December,4,2021,2021,FQ4,Winter,False,
20211222,2021-12-22,3,Wednesday,False,51,12,December,4,2021,2021,FQ4,Winter,False,
20211223,2021-12-23,4,Thursday,False,51,12,December,4,2021,2021,FQ4,Winter,False,
20211224,2021-12-24,5,Friday,False,51,12,December,4,2021,2021,FQ4,Winter,False,
20211225,2021-12-25,6,Saturday,True,51,12,December,4,2021,2021,FQ4,Winter,True,Christmas
20211226,2021-12-26,7,Sunday,True,51,12,December,4,2021,2021,FQ4,Winter,True,Boxing Day
20211227,2021-12-27,1,Monday,False,52,12,December,4,2021,2021,FQ4,Winter,False,
20211228,2021-12-28,2,Tuesday,False,52,12,December,4,2021,2021,FQ4,Winter,False,
20211229,2021-12-29,3,Wednesday,False,52,12,December,4,2021,2021,FQ4,Winter,False,
20211230,2021-12-30,4,Thursday,False,52,12,December,4,2021,2021,FQ4,Winter,False,
20211231,2021-12-31,5,Friday,False,52,12,December,4,2021,2021,FQ4,Winter,False,
20220101,2022-01-01,6,Saturday,True,52,1,January,1,2022,2021,FQ4,Winter,True,New Year
20220102,2022-01-02,7,Sunday,True,52,1,January,1,2022,2021,FQ4,Winter,False,
20220103,2022-01-03,1,Monday,False,1,1,January,1,2022,2021,FQ4,Winter,False,
20220104,2022-01-04,2,Tuesday,False,1,1,January,1,2022,2021,FQ4,Winter,False,
20220105,2022-01-05,3,Wednesday,False,1,1,January,1,2022,2021,FQ4,Winter,False,
20220106,2022-01-06,4,Thursday,False,1,1,January,1,2022,2021,FQ4,Winter,False,
20220107,2022-01-07,5,Friday,False,1,1,January,1,2022,2021,FQ4,Winter,False,
20220108,2022-01-08,6,Saturday,True,1,1,January,1,2022,2021,FQ4,Winter,False,
20220109,2022-01-09,7,Sunday,True,1,1,January,1,2022,2021,FQ4,Winter,False,
20220110,2022-01-10,1,Monday,False,2,1,January,1,2022,2021,FQ4,Winter,False,
20220111,2022-01-11,2,Tuesday,False,2,1,January,1,2022,2021,FQ4,Winter,False,
20220112,2022-01-12,3,Wednesday,False,2,1,January,1,2022,2021,FQ4,Winter,False,
20220113,2022-01-13,4,Thursday,False,2,1,January,1,2022,2021,FQ4,Winter,False,
20220114,2022-01-14,5,Friday,False,2,1,January,1,2022,2021,FQ4,Winter,False,
20220115,2022-01-15,6,Saturday,True,2,1,January,1,2022,2021,FQ4,Winter,False,
20220116,2022-01-16,7,Sunday,True,2,1,January,1,2022,2021,FQ4,Winter,False,
20220117,2022-01-17,1,Monday,False,3,1,January,1,2022,2021,FQ4,Winter,False,
20220118,2022-01-18,2,Tuesday,False,3,1,January,1,2022,2021,FQ4,Winter,False,
20220119,2022-01-19,3,Wednesday,False,3,1,January,1,2022,2021,FQ4,Winter,False,
20220120,2022-01-20,4,Thursday,False,3,1,January,1,2022,2021,FQ4,Winter,False,
20220121,2022-01-21,5,Friday,False,3,1,January,1,2022,2021,FQ4,Winter,False,
20220122,2022-01-22,6,Saturday,True,3,1,January,1,2022,2021,FQ4,Winter,False,
20220123,2022-01-23,7,Sunday,True,3,1,January,1,2022,2021,FQ4,Winter,False,
20220124,2022-01-24,1,Monday,False,4,1,January,1,2022,2021,FQ4,Winter,False,
20220125,2022-01-25,2,Tuesday,False,4,1,January,1,2022,2021,FQ4,Winter,False,
20220126,2022-01-26,3,Wednesday,False,4,1,January,1,2022,2021,FQ4,Winter,False,
20220127,2022-01-27,4,Thursday,False,4,1,January,1,2022,2021,FQ4,Winter,False,
20220128,2022-01-28,5,Friday,False,4,1,January,1,2022,2021,FQ4,Winter,False,
20220129,2022-01-29,6,Saturday,True,4,1,January,1,2022,2021,FQ4,Winter,False,
20220130,2022-01-30,7,Sunday,True,4,1,January,1,2022,2021,FQ4,Winter,False,
20220131,2022-01-31,1,Monday,False,5,1,January,1,2022,2021,FQ4,Winter,False,
20220201,2022-02-01,2,Tuesday,False,5,2,February,1,2022,2022,FQ1,Winter,False,
20220202,2022-02-02,3,Wednesday,False,5,2,February,1,2022,2022,FQ1,Winter,False,
20220203,2022-02-03,4,Thursday,False,5,2,February,1,2022,2022,FQ1,Winter,False,
20220204,2022-02-04,5,Friday,False,5,2,February,1,2022,2022,FQ1,Winter,False,
20220205,2022-02-05,6,Saturday,True,5,2,February,1,2022,2022,FQ1,Winter,False,
20220206,2022-02-06,7,Sunday,True,5,2,February,1,2022,2022,FQ1,Winter,False,
20220207,2022-02-07,1,Monday,False,6,2,February,1,2022,2022,FQ1,Winter,False,
20220208,2022-02-08,2,Tuesday,False,6,2,February,1,2022,2022,FQ1,Winter,False,
20220209,2022-02-09,3,Wednesday,False,6,2,February,1,2022,2022,FQ1,Winter,False,
20220210,2022-02-10,4,Thursday,False,6,2,February,1,2022,2022,FQ1,Winter,False,
20220211,2022-02-11,5,Friday,False,6,2,February,1,2022,2022,FQ1,Winter,False,
20220212,2022-02-12,6,Saturday,True,6,2,February,1,2022,2022,FQ1,Winter,False,
20220213,2022-02-13,7,Sunday,True,6,2,February,1,2022,2022,FQ1,Winter,False,
20220214,2022-02-14,1,Monday,False,7,2,February,1,2022,2022,FQ1,Winter,False,
20220215,2022-02-15,2,Tuesday,False,7,2,February,1,2022,2022,FQ1,Winter,False,
20220216,2022-02-16,3,Wednesday,False,7,2,February,1,2022,2022,FQ1,Winter,False,
20220217,2022-02-17,4,Thursday,False,7,2,February,1,2022,2022,FQ1,Winter,False,
20220218,2022-02-18,5,Friday,False,7,2,February,1,2022,2022,FQ1,Winter,False,
20220219,2022-02-19,6,Saturday,True,7,2,February,1,2022,2022,FQ1,Winter,False,
20220220,2022-02-20,7,Sunday,True,7,2,February,1,2022,2022,FQ1,Winter,False,
20220221,2022-02-21,1,Monday,False,8,2,February,1,2022,2022,FQ1,Winter,False,
20220222,2022-02-22,2,Tuesday,False,8,2,February,1,2022,2022,FQ1,Winter,False,
20220223,2022-02-23,3,Wednesday,False,8,2,February,1,2022,2022,FQ1,Winter,False,
20220224,2022-02-24,4,Thursday,False,8,2,February,1,2022,2022,FQ1,Winter,False,
20220225,2022-02-25,5,Friday,False,8,2,February,1,2022,2022,FQ1,Winter,False,
20220226,2022-02-26,6,Saturday,True,8,2,February,1,2022,2022,FQ1,Winter,False,
20220227,2022-02-27,7,Sunday,True,8,2,February,1,2022,2022,FQ1,Winter,False,
20220228,2022-02-28,1,Monday,False,9,2,February,1,2022,2022,FQ1,Winter,False,
20220301,2022-03-01,2,Tuesday,False,9,3,March,1,2022,2022,FQ1,Spring,False,
20220302,2022-03-02,3,Wednesday,False,9,3,March,1,2022,2022,FQ1,Spring,False,
20220303,2022-03-03,4,Thursday,False,9,3,March,1,2022,2022,FQ1,Spring,False,
20220304,2022-03-04,5,Friday,False,9,3,March,1,2022,2022,FQ1,Spring,False,
20220305,2022-03-05,6,Saturday,True,9,3,March,1,2022,2022,FQ1,Spring,False,
20220306,2022-03-06,7,Sunday,True,9,3,March,1,2022,2022,FQ1,Spring,False,
20220307,2022-03-07,1,Monday,False,10,3,March,1,2022,2022,FQ1,Spring,False,
20220308,2022-03-08,2,Tuesday,False,10,3,March,1,2022,2022,FQ1,Spring,False,
20220309,2022-03-09,3,Wednesday,False,10,3,March,1,2022,2022,FQ1,Spring,False,
20220310,2022-03-10,4,Thursday,False,10,3,March,1,2022,2022,FQ1,Spring,False,
20220311,2022-03-11,5,Friday,False,10,3,March,1,2022,2022,FQ1,Spring,False,
20220312,2022-03-12,6,Saturday,True,10,3,March,1,2022,2022,FQ1,Spring,False,
20220313,2022-03-13,7,Sunday,True,10,3,March,1,2022,2022,FQ1,Spring,False,
20220314,2022-03-14,1,Monday,False,11,3,March,1,2022,2022,FQ1,Spring,False,
20220315,2022-03-15,2,Tuesday,False,11,3,March,1,2022,2022,FQ1,Spring,False,
20220316,2022-03-16,3,Wednesday,False,11,3,March,1,2022,2022,FQ1,Spring,False,
20220317,2022-03-17,4,Thursday,False,11,3,March,1,2022,2022,FQ1,Spring,False,
20220318,2022-03-18,5,Friday,False,11,3,March,1,2022,2022,FQ1,Spring,False,
20220319,2022-03-19,6,Saturday,True,11,3,March,1,2022,2022,FQ1,Spring,False,
20220320,2022-03-20,7,Sunday,True,11,3,March,1,2022,2022,FQ1,Spring,False,
20220321,2022-03-21,1,Monday,False,12,3,March,1,2022,2022,FQ1,Spring,False,
20220322,2022-03-22,2,Tuesday,False,12,3,March,1,2022,2022,FQ1,Spring,False,
20220323,2022-03-23,3,Wednesday,False,12,3,March,1,2022,2022,FQ1,Spring,False,
20220324,2022-03-24,4,Thursday,False,12,3,March,1,2022,2022,FQ1,Spring,False,
20220325,2022-03-25,5,Friday,False,12,3,March,1,2022,2022,FQ1,Spring,False,
20220326,2022-03-26,6,Saturday,True,12,3,March,1,2022,2022,FQ1,Spring,False,
20220327,2022-03-27,7,Sunday,True,12,3,March,1,2022,2022,FQ1,Spring,False,
20220328,2022-03-28,1,Monday,False,13,3,March,1,2022,2022,FQ1,Spring,False,
20220329,2022-03-29,2,Tuesday,False,13,3,March,1,2022,2022,FQ1,Spring,False,
20220330,2022-03-30,3,Wednesday,False,13,3,March,1,2022,2022,FQ1,Spring,False,
20220331,2022-03-31,4,Thursday,False,13,3,March,1,2022,2022,FQ1,Spring,False,
20220401,2022-04-01,5,Friday,False,13,4,April,2,2022,2022,FQ1,Spring,False,
20220402,2022-04-02,6,Saturday,True,13,4,April,2,2022,2022,FQ1,Spring,False,
20220403,2022-04-03,7,Sunday,True,13,4,April,2,2022,2022,FQ1,Spring,False,
20220404,2022-04-04,1,Monday,False,14,4,April,2,2022,2022,FQ1,Spring,False,
20220405,2022-04-05,2,Tuesday,False,14,4,April,2,2022,2022,FQ1,Spring,False,
20220406,2022-04-06,3,Wednesday,False,14,4,April,2,2022,2022,FQ1,Spring,False,
20220407,2022-04-07,4,Thursday,False,14,4,April,2,2022,2022,FQ1,Spring,False,
20220408,2022-04-08,5,Friday,False,14,4,April,2,2022,2022,FQ1,Spring,False,
20220409,2022-04-09,6,Saturday,True,14,4,April,2,2022,2022,FQ1,Spring,False,
20220410,2022-04-10,7,Sunday,True,14,4,April,2,2022,2022,FQ1,Spring,False,
20220411,2022-04-11,1,Monday,False,15,4,April,2,2022,2022,FQ1,Spring,False,
20220412,2022-04-12,2,Tuesday,False,15,4,April,2,2022,2022,FQ1,Spring,False,
20220413,2022-04-13,3,Wednesday,False,15,4,April,2,2022,2022,FQ1,Spring,False,
20220414,2022-04-14,4,Thursday,False,15,4,April,2,2022,2022,FQ1,Spring,False,
20220415,2022-04-15,5,Friday,False,15,4,April,2,2022,2022,FQ1,Spring,False,
20220416,2022-04-16,6,Saturday,True,15,4,April,2,2022,2022,FQ1,Spring,False,
20220417,2022-04-17,7,Sunday,True,15,4,April,2,2022,2022,FQ1,Spring,False,
20220418,2022-04-18,1,Monday,False,16,4,April,2,2022,2022,FQ1,Spring,False,
20220419,2022-04-19,2,Tuesday,False,16,4,April,2,2022,2022,FQ1,Spring,False,
20220420,2022-04-20,3,Wednesday,False,16,4,April,2,2022,2022,FQ1,Spring,False,
20220421,2022-04-21,4,Thursday,False,16,4,April,2,2022,2022,FQ1,Spring,False,
20220422,2022-04-22,5,Friday,False,16,4,April,2,2022,2022,FQ1,Spring,False,
20220423,2022-04-23,6,Saturday,True,16,4,April,2,2022,2022,FQ1,Spring,False,
20220424,2022-04-24,7,Sunday,True,16,4,April,2,2022,2022,FQ1,Spring,False,
20220425,2022-04-25,1,Monday,False,17,4,April,2,2022,2022,FQ1,Spring,False,
20220426,2022-04-26,2,Tuesday,False,17,4,April,2,2022,2022,FQ1,Spring,False,
20220427,2022-04-27,3,Wednesday,False,17,4,April,2,2022,2022,FQ1,Spring,False,
20220428,2022-04-28,4,Thursday,False,17,4,April,2,2022,2022,FQ1,Spring,False,
20220429,2022-04-29,5,Friday,False,17,4,April,2,2022,2022,FQ1,Spring,False,
20220430,2022-04-30,6,Saturday,True,17,4,April,2,2022,2022,FQ1,Spring,False,
20220501,2022-05-01,7,Sunday,True,17,5,May,2,2022,2022,FQ2,Spring,False,
20220502,2022-05-02,1,Monday,False,18,5,May,2,2022,2022,FQ2,Spring,False,
20220503,2022-05-03,2,Tuesday,False,18,5,May,2,2022,2022,FQ2,Spring,False,
20220504,2022-05-04,3,Wednesday,False,18,5,May,2,2022,2022,FQ2,Spring,False,
20220505,2022-05-05,4,Thursday,False,18,5,May,2,2022,2022,FQ2,Spring,False,
20220506,2022-05-06,5,Friday,False,18,5,May,2,2022,2022,FQ2,Spring,False,
20220507,2022-05-07,6,Saturday,True,18,5,May,2,2022,2022,FQ2,Spring,False,
20220508,2022-05-08,7,Sunday,True,18,5,May,2,2022,2022,FQ2,Spring,False,
20220509,2022-05-09,1,Monday,False,19,5,May,2,2022,2022,FQ2,Spring,False,
20220510,2022-05-10,2,Tuesday,False,19,5,May,2,2022,2022,FQ2,Spring,False,
20220511,2022-05-11,3,Wednesday,False,19,5,May,2,2022,2022,FQ2,Spring,False,
20220512,2022-05-12,4,Thursday,False,19,5,May,2,2022,2022,FQ2,Spring,False,
20220513,2022-05-13,5,Friday,False,19,5,May,2,2022,2022,FQ2,Spring,False,
20220514,2022-05-14,6,Saturday,True,19,5,May,2,2022,2022,FQ2,Spring,False,
20220515,2022-05-15,7,Sunday,True,19,5,May,2,2022,2022,FQ2,Spring,False,
